Frequency,S11_Magnitude,S11_Phase,S11_Resistance,S11_Reactance,S11_Inductance,S12_Magnitude,S12_Phase,S12_Resistance,S12_Reactance,S12_Inductance,S21_Magnitude,S21_Phase,S21_Resistance,S21_Reactance,S21_Inductance,S22_Magnitude,S22_Phase,S22_Resistance,S22_Reactance,S22_Inductance,
101296000,-3.521109278,-21.74646926,134.8438286,-119.9288971,-1.88430706e-07,-33.1789173,39.92870524,51.6896717,1.45585957,2.287427411e-09,29.54317987,176.3029758,-46.78054247,0.2013016083,3.162824397e-10,-3.931915328,7.780084115,206.43402,59.6740087,9.375901772e-08,
101495000,-3.485913453,-21.99345158,133.4874622,-121.2814334,-1.901821729e-07,-33.50806652,38.87128627,51.6529713,1.369556266,2.147609731e-09,29.53707327,176.2715426,-46.77845472,0.2031447539,3.185525567e-10,-3.935642615,7.50974405,207.4231139,57.830098,9.068373768e-08,
101694000,-3.530143262,-21.94755141,133.7026284,-119.6357897,-1.872345202e-07,-33.36454086,40.74748938,51.63259921,1.447632777,2.265599861e-09,29.54278472,176.1584079,-46.78088522,0.20917277,3.273632692e-10,-3.92791111,7.474660905,207.9020028,57.81559068,9.048357862e-08,
101893000,-3.501789098,-22.12139791,132.7574638,-120.7056453,-1.885399401e-07,-33.50177738,38.4649343,51.66417447,1.358750716,2.122342977e-09,29.54465103,176.0752365,-46.78184177,0.2136527569,3.337215743e-10,-3.915297369,7.297935981,209.1879794,57.00064228,8.903392754e-08,
102092000,-3.483424371,-21.81864166,134.4814213,-121.3522049,-1.891803792e-07,-33.14710953,37.41148648,51.76059696,1.385018665,2.159156122e-09,29.54519017,176.0223242,-46.78222096,0.2165168369,3.375359955e-10,-3.903067646,7.170407958,210.2564783,56.48409138,8.805511059e-08,
102291000,-3.518194259,-22.11181919,132.798958,-120.1006924,-1.868651089e-07,-33.49552304,40.41514099,51.61658629,1.415883528,2.202978389e-09,29.55159249,175.9219057,-46.7848753,0.2218224616,3.451343838e-10,-3.924827011,7.191690535,209.2087915,56.03525894,8.718546546e-08,
102490000,-3.493059452,-22.19335368,132.3596725,-121.0335123,-1.879508416e-07,-33.55698946,39.73185403,51.62232879,1.386255591,2.15269226e-09,29.54767621,175.7606105,-46.78406784,0.230680422,3.582196257e-10,-3.940645293,6.953198697,209.4703768,54.02161695,8.388923183e-08,
102689000,-3.51588057,-22.20340032,132.2915524,-120.1956442,-1.862880241e-07,-33.63526198,40.64898189,51.58481329,1.399071737,2.168383981e-09,29.54832355,175.7367484,-46.78438998,0.2319607301,3.595097508e-10,-3.952797965,6.580383997,210.3646554,51.18793676,7.933481835e-08,
102888000,-3.528335718,-22.13184548,132.6790489,-119.7315786,-1.852098649e-07,-33.41305991,41.40814177,51.60623002,1.457986152,2.255323294e-09,29.54905575,175.6833324,-46.78485596,0.2348440894,3.632746061e-10,-3.970618294,6.569341316,209.6057446,50.67394083,7.838628575e-08,
103087000,-3.512919291,-21.9809275,133.5350163,-120.2770917,-1.856945461e-07,-33.08330814,39.19399098,51.72784037,1.450386928,2.239237236e-09,29.54562186,175.5963721,-46.78396229,0.2396562109,3.70002722e-10,-3.969814135,6.606508887,209.5035568,50.94555489,7.865431033e-08,
103286000,-3.513714549,-22.20572255,132.2800133,-120.2751918,-1.853338429e-07,-33.31686014,40.28008902,51.6538285,1.442371139,2.222571273e-09,29.54620333,175.4840409,-46.7846159,0.2457439882,3.786705891e-10,-3.96755708,6.514582399,209.9456227,50.37636655,7.76256971e-08,
103485000,-3.510222315,-22.19814753,132.3242119,-120.4025252,-1.851732816e-07,-33.16941052,38.30716976,51.73348214,1.408789971,2.166651086e-09,29.54490129,175.4184896,-46.7844143,0.2493399145,3.834727729e-10,-3.928646901,6.367599872,212.2616833,50.31454669,7.738134816e-08,
103684000,-3.499681289,-22.22950755,132.1550205,-120.792031,-1.854157712e-07,-33.20876551,39.16545815,51.70367397,1.428027633,2.192022459e-09,29.54972521,175.3698594,-46.78634159,0.2518509419,3.865912033e-10,-3.985477038,6.110480308,210.5809027,47.1789596,7.241970439e-08,
103883000,-3.512786032,-22.06088952,133.0875601,-120.2932232,-1.842963825e-07,-33.12840683,39.67277666,51.70631672,1.456998106,2.232207874e-09,29.54846329,175.3048339,-46.78615895,0.2554162507,3.913129083e-10,-3.981569771,6.106000764,210.7748457,47.23743481,7.237056352e-08,
104082000,-3.517983011,-22.37909036,131.3191856,-120.1322491,-1.836978658e-07,-33.37774266,41.12960793,51.62012081,1.45623656,2.226775493e-09,29.54527786,175.1880468,-46.78551112,0.2618472874,4.003986292e-10,-3.980219912,5.699910397,212.2113382,44.4232675,6.792896573e-08,
104281000,-3.498702528,-22.32302547,131.6351923,-120.832849,-1.844165783e-07,-33.45437332,38.47877417,51.67299131,1.366841773,2.086090703e-09,29.54301635,175.0877347,-46.78513433,0.2673602336,4.080484725e-10,-3.978539927,5.927561056,211.5276178,46.06325215,7.030230122e-08,
104480000,-3.4646074,-22.31450093,131.6860055,-122.0881723,-1.859775663e-07,-33.34681425,35.15603506,51.77401245,1.283150613,1.954630195e-09,29.5391519,175.046659,-46.78392954,0.269703607,4.108409478e-10,-3.965102649,5.614628199,213.2015474,44.14411605,6.72449682e-08,
104679000,-3.528228994,-22.27973856,131.8614855,-119.7524322,-1.820727321e-07,-33.28454713,40.40991554,51.65662289,1.451697766,2.207175033e-09,29.54182909,174.9557224,-46.7852931,0.2745654933,4.174519766e-10,-4.014689312,5.684803199,210.6623483,43.57871588,6.625749238e-08,
104878000,-3.503766689,-22.3992608,131.2117909,-120.6503898,-1.830899324e-07,-33.27285719,38.23132945,51.71474335,1.389258132,2.108233367e-09,29.53463763,174.9274624,-46.7828426,0.2763144325,4.193139437e-10,-3.986221559,5.144765129,213.6764433,40.320815,6.118782792e-08,
105077000,-3.537874381,-22.43785587,130.9888073,-119.4164075,-1.808741355e-07,-33.35159565,41.02621993,51.62773932,1.457825503,2.208096301e-09,29.5407502,174.9051353,-46.78513451,0.2773453617,4.200813238e-10,-4.04139003,5.41102774,210.2842956,41.11908089,6.228104132e-08,
105276000,-3.48656005,-22.38168128,131.3111501,-121.2791738,-1.833483416e-07,-33.05132974,37.199013,51.78561859,1.394265516,2.107833208e-09,29.53882499,174.7645674,-46.78509018,0.2850393704,4.309189632e-10,-3.989011535,5.289411082,213.1038008,41.30925961,6.245082319e-08,
105475000,-3.530406743,-22.32732336,131.5982351,-119.6776814,-1.805858694e-07,-33.06621995,39.78567566,51.71563894,1.471225935,2.219984641e-09,29.54206913,174.758731,-46.78627961,0.2852566978,4.304338801e-10,-4.020178806,5.210190639,211.8720832,40.12161005,6.054091078e-08,
105674000,-3.521918936,-22.24019036,132.0838537,-119.978483,-1.806988344e-07,-33.04862557,39.37478015,51.73002516,1.46188512,2.201735934e-09,29.54627611,174.6225949,-46.78842836,0.2925158429,4.40556261e-10,-3.998809996,5.200897893,212.9081569,40.47626927,6.096105317e-08,
105873000,-3.477753236,-22.39891258,131.2150882,-121.6023727,-1.828003241e-07,-33.03371652,36.32799611,51.81105688,1.369628441,2.058911493e-09,29.54654136,174.6002717,-46.78863017,0.29371885,4.415366227e-10,-3.97565214,4.825658328,215.1242251,38.19054555,5.741042667e-08,
106072000,-3.519674685,-22.64743033,129.8498619,-120.0770883,-1.801687736e-07,-33.4775122,39.52503574,51.64251333,1.393469375,2.090820754e-09,29.54012582,174.4651227,-46.78698979,0.3012600678,4.52023427e-10,-4.017570954,4.547374279,213.8561768,35.38162822,5.308810078e-08,
106271000,-3.4892084,-22.41946324,131.1013172,-121.1822967,-1.814865912e-07,-33.11108467,37.04564303,51.77712238,1.379582415,2.066107976e-09,29.54187062,174.435413,-46.78776114,0.3028161,4.53507346e-10,-3.983461381,4.488131244,215.677403,35.54172201,5.322845126e-08,
106470000,-3.493513414,-22.41109808,131.147549,-121.024847,-1.809120187e-07,-33.18377907,37.12143327,51.76033303,1.370025375,2.047960089e-09,29.54111239,174.3783442,-46.78777334,0.3059386187,4.573273546e-10,-3.987340882,4.463266356,215.552803,35.28804897,5.274976449e-08,
106669000,-3.541215803,-22.5228997,130.5241521,-119.3015336,-1.78003251e-07,-33.27264732,40.31749697,51.66132332,1.451065807,2.165055414e-09,29.54460611,174.3259262,-46.78928707,0.3086675231,4.605458201e-10,-4.01963539,4.342434819,214.2860869,33.83950349,5.04900604e-08,
106868000,-3.523009073,-22.49699407,130.6705598,-119.9553882,-1.786455532e-07,-33.06965284,39.7984541,51.71461865,1.471008819,2.190724304e-09,29.54426012,174.2335535,-46.78963272,0.3136905667,4.671688839e-10,-4.000003945,4.394040133,215.1127355,34.55350301,5.145937797e-08,
107067000,-3.518598308,-22.51555533,130.5697516,-120.1151231,-1.785509595e-07,-33.13077582,38.15862422,51.74504661,1.410742602,2.09706687e-09,29.54453164,174.1376585,-46.79022526,0.3188831679,4.740193752e-10,-4.010883241,4.134375452,215.231467,32.4387725,4.822018915e-08,
107266000,-3.534265991,-22.56948731,130.2728274,-119.5527022,-1.773852247e-07,-33.37809511,41.01693472,51.62300808,1.452976685,2.155840822e-09,29.54741001,174.1752158,-46.79106004,0.3167477309,4.699715388e-10,-4.052394272,4.000608769,213.5188683,30.79972177,4.569880452e-08,
107465000,-3.5295644,-22.64052518,129.8875086,-119.7225138,-1.773082387e-07,-33.08772708,39.94859039,51.70705448,1.472344628,2.180532503e-09,29.54481843,174.0198982,-46.79094733,0.3252599691,4.817078293e-10,-4.024882032,3.867540185,215.1692187,30.22673597,4.476559292e-08,
107664000,-3.507890461,-22.93104714,128.3086308,-120.4832037,-1.781050066e-07,-33.80599333,38.34168983,51.60949538,1.307005707,1.932088897e-09,29.5457021,174.0236438,-46.79124353,0.3250259016,4.804714563e-10,-4.036328522,3.617601225,215.1515863,28.18786271,4.166887433e-08,
107863000,-3.537551839,-23.34042283,126.1519678,-119.3911419,-1.761650463e-07,-34.27981967,40.32373106,51.47864528,1.287666579,1.899988884e-09,29.54113725,173.9100462,-46.79021938,0.3313481062,4.889136125e-10,-4.083413884,3.167177509,213.7146297,24.21433214,3.572893999e-08,
108062000,-3.502302456,-22.75965974,129.2346734,-120.6967676,-1.777635726e-07,-33.3211956,37.65693717,51.7194035,1.36401431,2.008935796e-09,29.54109472,173.8629338,-46.79046011,0.3339050266,4.917791222e-10,-4.038980448,3.412330232,215.4426523,26.60761634,3.918800008e-08,
108261000,-3.541888162,-22.71068289,129.5073646,-119.2831972,-1.753587208e-07,-33.08862604,40.78258677,51.68453426,1.496967892,2.200698678e-09,29.54218581,173.7659145,-46.79138369,0.3391269577,4.985519407e-10,-4.065029888,3.406050741,214.1672039,26.22023645,3.854647786e-08,
108460000,-3.509989269,-22.66025396,129.7787755,-120.4249787,-1.767124344e-07,-33.10894008,38.35337785,51.74447945,1.420391401,2.084292021e-09,29.54256392,173.7091873,-46.79183456,0.3421888682,5.021302771e-10,-4.067798857,3.129626005,214.5513363,24.12009471,3.539399134e-08,
108659000,-3.541191078,-22.74667584,129.3134142,-119.3080748,-1.747528493e-07,-33.08276592,40.19343929,51.70150756,1.480530768,2.168562108e-09,29.54068352,173.6543347,-46.79146995,0.3452326254,5.05668917e-10,-4.057377693,3.064699237,215.1849555,23.75516692,3.479465336e-08,
108858000,-3.540070629,-22.71468818,129.4858319,-119.3478831,-1.744915903e-07,-33.00563626,39.42609787,51.73728896,1.470954971,2.15059761e-09,29.54068895,173.588016,-46.7918478,0.3488282603,5.100014875e-10,-4.056287085,3.025194448,215.3093771,23.46956214,3.43134802e-08,
109057000,-3.48614608,-22.76903549,129.1752566,-121.2775795,-1.769893382e-07,-33.06211172,35.73276018,51.81969303,1.346017684,1.964343123e-09,29.53620701,173.4702715,-46.79092178,0.3553830652,5.186367818e-10,-4.040588963,2.777547182,216.5196697,21.76123141,3.175777389e-08,
109256000,-3.490548812,-22.88901063,128.5242558,-121.1070156,-1.764185049e-07,-33.12456706,36.51531892,51.78746999,1.360762623,1.982244433e-09,29.54259624,173.4056628,-46.79358336,0.3586398758,5.224363789e-10,-4.060146871,2.607533226,215.8032696,20.25749838,2.950941826e-08,
109455000,-3.531672495,-22.68040982,129.6712136,-119.647244,-1.739751525e-07,-32.86622586,39.13377774,51.77341466,1.486521073,2.161501775e-09,29.54230533,173.3442408,-46.79384087,0.3619795503,5.263426497e-10,-4.043326074,2.673026628,216.549868,20.93068379,3.043462415e-08,
109654000,-3.51510631,-22.82105141,128.9066716,-120.2345865,-1.745119082e-07,-32.93137255,38.4133826,51.77915077,1.452647923,2.108414627e-09,29.54777993,173.3085188,-46.79600878,0.3637005466,5.278853465e-10,-4.0847243,2.484833903,214.7549591,19.08718938,2.770369106e-08,
109853000,-3.510020409,-23.02163334,127.8223908,-120.3979884,-1.744325142e-07,-33.29081975,38.17216572,51.71265961,1.384511698,2.005879498e-09,29.552813,173.2678277,-46.7980485,0.3657055741,5.298339584e-10,-4.077150258,2.192881369,215.5289498,16.94013117,2.45428492e-08,
110052000,-3.506348258,-22.82332677,128.8905236,-120.5473791,-1.743331448e-07,-32.89708661,37.7580897,51.80338809,1.437942553,2.079523e-09,29.54581279,173.1233199,-46.7964217,0.3738070303,5.405920531e-10,-4.08179929,2.320645068,215.1286235,17.87143503,2.584530246e-08,
110251000,-3.535598926,-23.01002456,127.9003966,-119.4958051,-1.725004586e-07,-33.08291318,39.57955667,51.71778174,1.462105967,2.110651077e-09,29.54865597,173.1017676,-46.79756882,0.3748591215,5.41135066e-10,-4.089030969,2.104126919,215.0433426,16.16765157,2.333912314e-08,
110450000,-3.511406896,-22.95394872,128.1874126,-120.3559472,-1.734290985e-07,-33.10661044,38.01097859,51.75370532,1.410268574,2.032152238e-09,29.5487616,173.0186621,-46.79811848,0.3793527768,5.466353064e-10,-4.089267627,1.918937374,215.2465361,14.75826971,2.126619807e-08,
110649000,-3.51146879,-23.0914756,127.4490047,-120.3382474,-1.730917308e-07,-33.07626718,37.8914118,51.76293429,1.411678721,2.030525775e-09,29.55089787,172.9549331,-46.79927766,0.3827134353,5.504860867e-10,-4.061077136,1.884963177,216.7100068,14.70431237,2.115034025e-08,
110848000,-3.524304826,-23.14967442,127.1490467,-119.8790209,-1.721216328e-07,-33.2436152,37.99358258,51.72652889,1.386909493,1.991316952e-09,29.54919945,172.8570972,-46.7992875,0.3880769913,5.571987899e-10,-4.089789612,1.679601592,215.4693694,12.92974054,1.856444969e-08,
111047000,-3.533809749,-22.86042387,128.7005747,-119.5675223,-1.713667385e-07,-32.78075135,39.6682167,51.77645713,1.518470762,2.176304877e-09,29.55660639,172.8684613,-46.80185786,0.3871530299,5.548760294e-10,-4.11450316,1.679870584,214.2315637,12.77465344,1.830890741e-08,
111246000,-3.506221051,-23.10254189,127.3850876,-120.522181,-1.724259827e-07,-33.04651255,38.09697133,51.76374812,1.423071158,2.035927667e-09,29.54726135,172.7219269,-46.79946095,0.3954715702,5.657844349e-10,-4.082905222,1.479611463,216.000787,11.43930957,1.636573597e-08,
111445000,-3.54768288,-23.0247948,127.8270374,-119.0704513,-1.700448733e-07,-32.90926468,39.95409365,51.74249919,1.504142387,2.148070313e-09,29.54723107,172.6930722,-46.79963692,0.3970338488,5.670052458e-10,-4.128749282,1.385370415,213.7793094,10.47440121,1.495852419e-08,
111644000,-3.499536517,-23.04199145,127.7042601,-120.7673448,-1.721607959e-07,-33.0172516,37.28958596,51.79039248,1.402794788,1.999764651e-09,29.55780543,172.6274406,-46.80383532,0.40012787,5.704052917e-10,-4.120228126,1.154908242,214.3692478,8.775749006,1.251033494e-08,
111843000,-3.524116662,-23.09458431,127.4423705,-119.8920593,-1.706089239e-07,-33.06225934,38.35855584,51.75380201,1.428473545,2.032747922e-09,29.5528349,172.6276716,-46.80206186,0.4003297733,5.696776936e-10,-4.104480194,0.9888180031,215.2611961,7.576170474,1.078105005e-08,
112042000,-3.565586969,-23.23977609,126.7013146,-118.432191,-1.682321684e-07,-33.09617323,40.57970478,51.68852956,1.489632886,2.116013969e-09,29.54488858,172.4958251,-46.80009777,0.4078052785,5.79284785e-10,-4.129665509,0.9194484496,214.0370409,6.958796071,9.88492523e-09,
112241000,-3.543983217,-22.71705868,129.4728831,-119.2087618,-1.690350559e-07,-32.4432127,40.17922919,51.83250461,1.597351399,2.265004508e-09,29.55041383,172.4448872,-46.80240893,0.4103160305,5.818179141e-10,-4.104264173,1.070336137,215.2237692,8.199717282,1.162699493e-08,
112440000,-3.504752039,-23.29207813,126.371719,-120.5431372,-1.706246544e-07,-33.05044967,36.30603667,51.808087,1.366198894,1.933807428e-09,29.54971618,172.3516344,-46.80278917,0.4153874413,5.879666008e-10,-4.103510166,0.7445687365,215.4321298,5.710871781,8.083542096e-09,
112639000,-3.549080958,-23.34993467,126.1126316,-118.9907191,-1.681296987e-07,-33.09535592,39.60784498,51.71456537,1.460791862,2.064047494e-09,29.54627027,172.2894811,-46.80198404,0.4189020278,5.918938235e-10,-4.157171032,0.5701493605,212.8205377,4.260229409,6.019554232e-09,
112838000,-3.547626414,-23.36661661,126.0239703,-119.038725,-1.679008978e-07,-33.27840704,39.43308486,51.68314302,1.42415499,2.008732044e-09,29.54381451,172.2579927,-46.80132415,0.4207156109,5.934079752e-10,-4.145410657,0.5355876401,213.4120577,4.02535109,5.677648696e-09,
113037000,-3.543988094,-23.43772126,125.648442,-119.1537376,-1.677672472e-07,-33.30996338,38.56153719,51.6991184,1.393006048,1.961338308e-09,29.55042452,172.2087892,-46.80402004,0.4230745644,5.956846716e-10,-4.143154271,0.3325452192,213.5733347,2.502707075,3.523786035e-09,
113236000,-3.577419567,-23.36927341,126.032928,-118.0136742,-1.658700377e-07,-33.14602125,40.5804837,51.67881011,1.480845128,2.081350649e-09,29.54390376,172.1371999,-46.80219266,0.4272423167,6.004956605e-10,-4.177016217,0.1494560785,211.9308334,1.1064216,1.555092611e-09,
113435000,-3.519914018,-23.10693785,127.3732725,-120.0385461,-1.684200465e-07,-32.7249613,38.66624779,51.81536805,1.496930174,2.100267436e-09,29.54862727,172.1019636,-46.804123,0.4289287035,6.018082901e-10,-4.164567103,0.1858478166,212.5372079,1.384202123,1.942104378e-09,
113634000,-3.540588933,-23.29012464,126.4193561,-119.2927207,-1.670805056e-07,-33.03558109,39.85589399,51.71985577,1.478722205,2.071087425e-09,29.55283936,172.0298105,-46.80613152,0.4326302795,6.059387817e-10,-4.176669833,-0.1428665251,211.9482765,-1.057820747,-1.481575943e-09,
113833000,-3.542043307,-23.31709182,126.2787786,-119.2386789,-1.667128614e-07,-33.0808542,38.97473783,51.73406193,1.444151645,2.019132175e-09,29.55079529,171.962123,-46.80588396,0.4363809972,6.101235387e-10,-4.178122968,-0.2908315343,211.8597753,-2.151680341,-3.008359283e-09,
114032000,-3.52073993,-23.23492766,126.6928606,-119.9924314,-1.674739424e-07,-32.81453923,38.09570661,51.81182192,1.462945088,2.041838626e-09,29.54999779,171.9024972,-46.80602659,0.4396384081,6.136051794e-10,-4.142637058,-0.3670279385,213.5922371,-2.762832843,-3.856097446e-09,
114231000,-3.520829381,-23.40355467,125.8013933,-119.961167,-1.671386288e-07,-33.06467481,37.79855975,51.76767303,1.410749622,1.96555905e-09,29.55269835,171.7972517,-46.80774905,0.4451913172,6.202729448e-10,-4.160389175,-0.6419333092,212.6380922,-4.788489137,-6.671671579e-09,
114430000,-3.514384806,-23.3240895,126.2133787,-120.2001444,-1.671803474e-07,-32.91350764,37.63593354,51.80312531,1.431262522,1.990671198e-09,29.55204735,171.7545305,-46.80782885,0.4475283342,6.22444696e-10,-4.171044818,-0.5004158284,212.1601397,-3.714249979,-5.165963856e-09,
114629000,-3.527610246,-23.37695407,125.9494192,-119.7303551,-1.662378442e-07,-32.96141688,37.96609048,51.78461649,1.433482421,1.990297508e-09,29.55601478,171.7778855,-46.80907053,0.4460770389,6.193490805e-10,-4.145254666,-0.5705003072,213.4089745,-4.287849574,-5.953401451e-09,
114828000,-3.513524719,-23.50911914,125.2362207,-120.1932327,-1.665913115e-07,-33.01025584,36.8186462,51.80373651,1.389083294,1.925309791e-09,29.55888092,171.6606753,-46.81095048,0.4522600111,6.26845511e-10,-4.155029905,-0.7984635475,212.8392108,-5.969957109,-8.274533946e-09,
115027000,-3.539020489,-23.50651105,125.28365,-119.3131475,-1.650853904e-07,-32.92161273,38.61175687,51.77593734,1.460533105,2.020839136e-09,29.55743089,171.5740417,-46.81107832,0.457002301,6.323226304e-10,-4.187780339,-0.7784711627,211.2481176,-5.728390469,-7.925979631e-09,
115226000,-3.554567047,-23.57512984,124.9451135,-118.7678165,-1.640470474e-07,-33.02615368,39.60823906,51.72833467,1.472892674,2.034420614e-09,29.55915073,171.5609389,-46.81178786,0.4576239386,6.320892151e-10,-4.191196682,-0.9406517216,211.007264,-6.907742739,-9.541261543e-09,
115425000,-3.537178306,-23.63552573,124.6097829,-119.3509808,-1.645683219e-07,-33.29535719,38.68236149,51.69894733,1.399036036,1.929075163e-09,29.55380208,171.5274913,-46.8101361,0.459691884,6.33850861e-10,-4.193767115,-1.207720205,210.7283484,-8.851154182,-1.220450457e-08,
115624000,-3.540950926,-23.74240408,124.0620108,-119.1985182,-1.640752213e-07,-33.11740588,38.33217102,51.7433134,1.418310499,1.952286088e-09,29.55758092,171.4113477,-46.81235825,0.4657655204,6.41120225e-10,-4.183236659,-1.176333533,211.2570747,-8.666210311,-1.19289266e-08,
115823000,-3.591612034,-23.46720037,125.5355146,-117.5202335,-1.614871492e-07,-32.96134276,41.54125382,51.68852749,1.542390846,2.119433336e-09,29.55685945,171.392756,-46.81224339,0.4668038784,6.41445522e-10,-4.193632527,-1.194417549,210.7434443,-8.754605267,-1.202989651e-08,
116022000,-3.510379909,-23.61187371,124.6924422,-120.2779907,-1.649931631e-07,-32.88172245,35.32231012,51.86837037,1.36185163,1.868140687e-09,29.55297075,171.2964387,-46.81159952,0.47219285,6.477377237e-10,-4.177137211,-1.465280567,211.3447937,-10.81595513,-1.483695095e-08,
116221000,-3.582321692,-23.55477507,125.0778611,-117.8257995,-1.613525818e-07,-32.97807345,40.87695821,51.70360318,1.519615303,2.080986114e-09,29.55780005,171.2501441,-46.8136745,0.4744415569,6.497080475e-10,-4.217053115,-1.506336166,209.3986143,-10.90432165,-1.493255687e-08,
116420000,-3.548301748,-23.34395694,126.1432751,-119.0184362,-1.627072018e-07,-32.74934223,39.34280362,51.79185955,1.513965861,2.069705811e-09,29.55434198,171.190326,-46.81291074,0.4778423798,6.532466652e-10,-4.212162049,-1.723610436,209.4449065,-12.49508854,-1.708173085e-08,
116619000,-3.553937163,-23.65579308,124.5272093,-118.7745562,-1.62096723e-07,-32.92489304,38.7951727,51.77041409,1.46566939,2.000261779e-09,29.55055065,171.1465903,-46.81190513,0.4803955601,6.556163921e-10,-4.225087419,-1.815228447,208.7484398,-13.07206355,-1.784000489e-08,
116818000,-3.58494996,-23.50779213,125.3218189,-117.7422806,-1.604141996e-07,-32.6826637,41.00507915,51.75910289,1.577992658,2.149885563e-09,29.55199081,171.0731427,-46.81299608,0.4842795505,6.597911649e-10,-4.227115952,-1.68762178,208.7701299,-12.14837824,-1.655116889e-08,
117017000,-3.562961739,-23.5454819,125.1076979,-118.4859988,-1.611529299e-07,-32.87863174,39.91037773,51.74987443,1.508301696,2.051442702e-09,29.55561117,171.0535612,-46.81443791,0.4851454494,6.598468291e-10,-4.246367938,-2.091051964,207.4732183,-14.88471533,-2.024471676e-08,
117216000,-3.53904122,-23.74264668,124.0578446,-119.2635054,-1.619350295e-07,-33.11925862,38.76420837,51.73182402,1.431172778,1.943234901e-09,29.55398719,170.9913436,-46.81435584,0.4885823065,6.633931306e-10,-4.243230028,-2.244410144,207.4473896,-15.98657416,-2.170644196e-08,
117415000,-3.521345856,-23.55766097,124.9930481,-119.912068,-1.625396956e-07,-32.80304025,37.80541212,51.82190516,1.455682565,1.973164211e-09,29.55917882,170.9510073,-46.81652277,0.4904805668,6.648418574e-10,-4.21152817,-2.335640261,208.8184323,-16.88188067,-2.288323261e-08,
117614000,-3.541189801,-23.67404116,124.4157633,-119.2055717,-1.613086535e-07,-32.93454084,38.46680735,51.77709513,1.453766776,1.967233224e-09,29.55665848,170.8553828,-46.81639833,0.4957626637,6.708646804e-10,-4.242723857,-2.353861148,207.3411082,-16.75931385,-2.267865766e-08,
117813000,-3.566703584,-23.59412539,124.8602759,-118.3508225,-1.598814938e-07,-32.75199835,40.88343033,51.7485039,1.5612871,2.109160785e-09,29.55814721,170.8102332,-46.81729363,0.4981133677,6.729071043e-10,-4.248408382,-2.520321513,206.8703006,-17.87718357,-2.415049387e-08,
118012000,-3.550124031,-23.55232779,125.0582484,-118.9237742,-1.603845924e-07,-32.76089032,39.27188699,51.79140351,1.509654858,2.035971198e-09,29.55803382,170.7686813,-46.81759238,0.5003558671,6.747967118e-10,-4.241916661,-2.708052152,206.917325,-19.24391471,-2.595298911e-08,
118211000,-3.547583685,-23.68368482,124.374796,-118.9854238,-1.601975988e-07,-32.53524521,39.72614794,51.82599537,1.565450537,2.107665032e-09,29.55917647,170.6128116,-46.81928311,0.5086805261,6.848687532e-10,-4.223445693,-2.510523444,208.0387847,-18.02244785,-2.426476099e-08,
118410000,-3.537871225,-23.86218097,123.4401034,-119.2738239,-1.603160093e-07,-32.94086707,38.10627681,51.78522335,1.441399227,1.937385457e-09,29.56268033,170.6250937,-46.8204242,0.5078279596,6.825718268e-10,-4.253790426,-2.990663912,205.9637166,-21.08886119,-2.834554938e-08,
118609000,-3.587974644,-23.56279808,125.0413159,-117.6331478,-1.578455002e-07,-32.68449714,42.39269787,51.71866216,1.619871717,2.173617439e-09,29.56370606,170.5995134,-46.8210006,0.5091471811,6.831968117e-10,-4.262630268,-2.958084857,205.6116161,-20.77708781,-2.787964006e-08,
118808000,-3.587579199,-23.66507549,124.5169339,-117.6328078,-1.575806582e-07,-32.82142225,41.87194439,51.70663483,1.578201581,2.114155467e-09,29.56268862,170.5427478,-46.82111357,0.5122551886,6.862159568e-10,-4.27154609,-3.134716982,204.9393603,-21.89510817,-2.933064015e-08,
119007000,-3.53692545,-23.74268428,124.0543803,-119.3355976,-1.595943957e-07,-32.67636161,38.65122423,51.82602259,1.505154494,2.012930146e-09,29.56586187,170.4554296,-46.82297293,0.5167724642,6.911097006e-10,-4.259917156,-3.238892506,205.296099,-22.72812468,-3.039563546e-08,
119206000,-3.555787138,-23.88034623,123.3763781,-118.6636464,-1.584308331e-07,-32.69119749,39.45313733,51.80091185,1.527990134,2.040058242e-09,29.56722983,170.3909533,-46.82400411,0.5201600759,6.944788624e-10,-4.289111182,-3.422646207,203.6885017,-23.65299153,-3.157970674e-08,
119405000,-3.567398258,-23.92031562,123.1904592,-118.2638721,-1.576339335e-07,-32.86536003,39.26518616,51.77005699,1.490759386,1.987033417e-09,29.55904707,170.3470319,-46.82147785,0.5229805123,6.970808063e-10,-4.270135261,-3.421067842,204.5343968,-23.85420058,-3.179526767e-08,
119604000,-3.583035014,-23.86084731,123.5144146,-117.7523206,-1.566909458e-07,-32.82645451,41.04761084,51.72893189,1.552476717,2.065853512e-09,29.55708312,170.3218528,-46.82099685,0.5244451353,6.978699346e-10,-4.29093894,-3.53667338,203.4131441,-24.3957504,-3.246299678e-08,
119803000,-3.586279598,-23.76521008,124.0046047,-117.6608232,-1.56309121e-07,-32.64447099,40.79079126,51.77300729,1.578549046,2.097058367e-09,29.5618667,170.2915607,-46.82295297,0.5258025874,6.985140678e-10,-4.262027926,-3.647105091,204.497785,-25.47587674,-3.38439915e-08,
